12,26.511,26.52,26.12,26.16,26.89,27.71,28.01,27.68,27.28,26.9,27.03,27.25,27.52,28.533,28.53,28.15,28.23,28.44,28.91,29.16,29.05,29.05,29.11,29.24,29.28,29.37,25.129,25.26,25.43,25.98,27.09,27.65,27.67,27.11,26.3,25.41,25.36,25.72,26.03,22.667,22.83,24.71,25.74,26.26,25.56,25.16,24.32,23.12,22.03,21.47,21.66,22.39,0.099,0.79,-0.17,1.07,0.44,0.19,-0.8,-0.67,0.21,-2.28,1.72,-0.87,0.58,-0.122,1.475,-0.969,0.044,1.206,0.972,0.464,-0.507,-0.489,-0.372,0.102,-1.134,-0.53,2.41,-10.38,-18,-13.6,-12.6,-2,-6,9,11,15.4,15.4,10,2.2,-2.8,13.36,15.2,10.6,16.8,20.4,25.4,30.6,36.6,39.8,37.6,35.4,25.4,16.6,0.27,-5.8,-2,1.1,8.4,13.1,19.3,24.2,27.2,28.4,22.9,12.6,5.5,14.07,18,24.3,4.8,38.6,22,53.9,0.1,18.8,1,2.4,82.7,29,1361,38.066667,46.3,3
5,27.868,27.83,27.49,27.1,26.79,26.71,26.67,26.63,26.52,26.12,26.16,26.89,27.71,28.868,28.7,28.83,28.71,28.76,28.81,28.85,28.68,28.53,28.15,28.23,28.44,28.91,27.214,26.88,26.01,25.35,24.76,24.75,24.97,25.06,25.26,25.43,25.98,27.09,27.65,24.301,23.45,21.65,20.63,20.31,20.28,20.6,21.58,22.83,24.71,25.74,26.26,25.56,-0.272,0.58,0.83,0.7,1.12,0.38,-0.88,0.81,0.79,-0.17,1.07,0.44,0.19,-0.011,0.494,0.549,-0.011,0.154,-0.461,0.263,2.029,1.475,-0.969,0.044,1.206,0.972,2.49,8.78,9.4,13.2,20.4,19.6,11,2.4,0.8,-16,-11,-10.6,-2.2,-3.2,34.24,33.2,37,40.2,37.8,39.6,34.2,23.2,17.2,16.8,19.6,24.8,31.4,20.21,19.9,25.6,28.8,27.7,24.2,14.9,10.2,-4.5,-2,2.9,10.9,16.5,48.7,42.7,19.4,1,1,7.5,1.7,18.6,5.9,9.6,7.3,19.4,12.3,736.2,38.85,45.8,3
4,27.712,27.7,27.83,27.49,27.1,26.79,26.71,26.67,26.63,26.52,26.12,26.16,26.89,28.565,28.41,28.7,28.83,28.71,28.76,28.81,28.85,28.68,28.53,28.15,28.23,28.44,27.566,27.43,26.88,26.01,25.35,24.76,24.75,24.97,25.06,25.26,25.43,25.98,27.09,25.456,24.63,23.45,21.65,20.63,20.31,20.28,20.6,21.58,22.83,24.71,25.74,26.26,0.28,0.6,0.58,0.83,0.7,1.12,0.38,-0.88,0.81,0.79,-0.17,1.07,0.44,0.3032,0.322,0.494,0.549,-0.011,0.154,-0.461,0.263,2.029,1.475,-0.969,0.044,1.206,4.3,-1.12,-1.8,6,10.8,13.6,12.8,9.6,2.2,0,-8,-6.6,-15.6,-6,26.08,27.4,26,31.2,33,30,32.8,29.4,21,17.4,15.6,17.4,18.4,11.4,11.8,16.2,20.9,23,21.9,19.6,12.5,9,1.4,3.7,2.2,7.8,64.04,66.5,84.7,73.1,9,6,4.3,26.5,40.5,57,5.3,12.1,56.3,1180,38.9,47.05,3
4,27.712,27.7,27.83,27.49,27.1,26.79,26.71,26.67,26.63,26.52,26.12,26.16,26.89,28.565,28.41,28.7,28.83,28.71,28.76,28.81,28.85,28.68,28.53,28.15,28.23,28.44,27.566,27.43,26.88,26.01,25.35,24.76,24.75,24.97,25.06,25.26,25.43,25.98,27.09,25.456,24.63,23.45,21.65,20.63,20.31,20.28,20.6,21.58,22.83,24.71,25.74,26.26,0.28,0.6,0.58,0.83,0.7,1.12,0.38,-0.88,0.81,0.79,-0.17,1.07,0.44,0.3032,0.322,0.494,0.549,-0.011,0.154,-0.461,0.263,2.029,1.475,-0.969,0.044,1.206,4.85,-3.1,-2.2,1.8,8,10.6,9,7.2,-1.8,-2,-15.6,-16,-20.6,-6,21.06666667,22,23.4,30.2,33.2,31.8,31,24.4,14.2,10.8,5.2,11.2,15,9.383333333,9.9,12.7,18.5,21.7,20.7,19.5,10.4,5.3,-4.3,-3.6,-1.9,4.9,56.4,36.5,55.6,24.2,0,11.4,0,14.2,57.1,43.4,14.4,7.5,67,1825,38.233333,46.833333,3
11,26.678,26.63,26.52,26.12,26.16,26.89,27.71,28.01,27.68,27.28,26.9,27.03,27.25,28.717,28.68,28.53,28.15,28.23,28.44,28.91,29.16,29.05,29.05,29.11,29.24,29.28,25.039,25.06,25.26,25.43,25.98,27.09,27.65,27.67,27.11,26.3,25.41,25.36,25.72,21.395,21.58,22.83,24.71,25.74,26.26,25.56,25.16,24.32,23.12,22.03,21.47,21.66,-0.012,0.81,0.79,-0.17,1.07,0.44,0.19,-0.8,-0.67,0.21,-2.28,1.72,-0.87,0.446,2.029,1.475,-0.969,0.044,1.206,0.972,0.464,-0.507,-0.489,-0.372,0.102,-1.134,1.333333333,-3.1,-4.5,-25.1,-23.4,-24.5,-8.7,-20.4,1.6,3.4,7.1,8.2,4.7,-1.7,12.8,18.4,12.2,8.8,13.8,17.4,22.5,27.2,34.1,32.9,34.2,31.4,22.2,4.166666667,6,-5.9,-3.1,-1.1,6,11.6,16.6,19.9,21.8,23.3,18.8,9.3,32.73333333,55.4,49.3,18,6.1,41.3,8.1,70.8,21.6,14,8.4,9.5,83.9,1670,38.507785,46.646068,3
1,26.399,26.15,26.39,26.96,27.7,27.83,27.49,27.1,26.79,26.71,26.67,26.63,26.52,28.279,28.45,28.11,27.96,28.41,28.7,28.83,28.71,28.76,28.81,28.85,28.68,28.53,25.572,25.11,26.03,27.08,27.43,26.88,26.01,25.35,24.76,24.75,24.97,25.06,25.26,24.652,24.47,25.94,26.07,24.63,23.45,21.65,20.63,20.31,20.28,20.6,21.58,22.83,-0.144,-0.11,-0.96,-2.09,0.6,0.58,0.83,0.7,1.12,0.38,-0.88,0.81,0.79,-0.2947,-0.61,-1.007,-3.185,0.322,0.494,0.549,-0.011,0.154,-0.461,0.263,2.029,1.475,2.9,-16.25,-18,-7.6,-9.8,-2,3.2,6.4,10.2,8.6,2.4,-2.6,-2,-22.6,10.7,12,15,23.2,25,27.2,33,35,34.4,32.6,27.4,20.2,17,-0.4625,1.2,5.1,8.7,13.7,16.5,22.8,25.8,24.8,21.7,13.5,9.4,-4.9,44.3625,99.3,34.8,19,39.1,52.3,0.2,0,0,0,3.9,87.2,114.9,1524,37.039722,45.098333,3
5,27.868,27.83,27.49,27.1,26.79,26.71,26.67,26.63,26.52,26.12,26.16,26.89,27.71,28.868,28.7,28.83,28.71,28.76,28.81,28.85,28.68,28.53,28.15,28.23,28.44,28.91,27.214,26.88,26.01,25.35,24.76,24.75,24.97,25.06,25.26,25.43,25.98,27.09,27.65,24.301,23.45,21.65,20.63,20.31,20.28,20.6,21.58,22.83,24.71,25.74,26.26,25.56,-0.272,0.58,0.83,0.7,1.12,0.38,-0.88,0.81,0.79,-0.17,1.07,0.44,0.19,-0.011,0.494,0.549,-0.011,0.154,-0.461,0.263,2.029,1.475,-0.969,0.044,1.206,0.972,3.925,1.675,3.2,6.4,10.2,8.6,2.4,-2.6,-2,-22.6,-19.8,-13.6,-4,-6.6,28.5,27.2,33,35,34.4,32.6,27.4,20.2,17,11.4,17,18.8,24.6,17.85,16.5,22.8,25.8,24.8,21.7,13.5,9.4,-4.9,-0.4,2.8,8.9,14.1,30.9125,52.3,0.2,0,0,0,3.9,87.2,114.9,32.8,1.2,76,29.2,1524,37.039722,45.098333,3
10,26.733,26.67,26.63,26.52,26.12,26.16,26.89,27.71,28.01,27.68,27.28,26.9,27.03,28.81,28.85,28.68,28.53,28.15,28.23,28.44,28.91,29.16,29.05,29.05,29.11,29.24,25.018,24.97,25.06,25.26,25.43,25.98,27.09,27.65,27.67,27.11,26.3,25.41,25.36,20.748,20.6,21.58,22.83,24.71,25.74,26.26,25.56,25.16,24.32,23.12,22.03,21.47,-0.447,-0.88,0.81,0.79,-0.17,1.07,0.44,0.19,-0.8,-0.67,0.21,-2.28,1.72,-0.1913,0.263,2.029,1.475,-0.969,0.044,1.206,0.972,0.464,-0.507,-0.489,-0.372,0.102,1.79,4.92,4,1.6,-19.6,-16.6,-11.6,-5.2,-5,8.8,11.4,18,18.8,10,28.08,29.8,19.6,14.8,12.6,16.2,19.8,26.8,31,37.6,39,38.6,35.4,15.91,14.1,9.7,-7.2,-2.9,2.8,9.5,14.9,20.5,24.6,28.2,29.8,23.9,22.16,7.8,18,20.8,9.1,5.9,31.1,40.2,51.2,20.2,13.9,0.5,7.2,1095,38.891389,45.025556,3
1,26.399,26.15,26.39,26.96,27.7,27.83,27.49,27.1,26.79,26.71,26.67,26.63,26.52,28.279,28.45,28.11,27.96,28.41,28.7,28.83,28.71,28.76,28.81,28.85,28.68,28.53,25.572,25.11,26.03,27.08,27.43,26.88,26.01,25.35,24.76,24.75,24.97,25.06,25.26,24.652,24.47,25.94,26.07,24.63,23.45,21.65,20.63,20.31,20.28,20.6,21.58,22.83,-0.144,-0.11,-0.96,-2.09,0.6,0.58,0.83,0.7,1.12,0.38,-0.88,0.81,0.79,-0.2947,-0.61,-1.007,-3.185,0.322,0.494,0.549,-0.011,0.154,-0.461,0.263,2.029,1.475,1.9,-13.38,-10.4,-6.8,-6.6,-1.4,6,7.6,10.8,8.4,2.4,-1.6,-1.4,-20,11.32,14.8,16.6,23.4,26,30.2,35.4,37.4,37.2,35.6,28.2,20.8,16,0.09,2.7,6.2,10,14.3,18.2,24.6,27.8,26.4,22.6,13.9,9.7,-4.3,30.227,20.6,42.5,9.1,30.6,16.2,0.4,0,4,0,3.8,58.4,43.7,1314,36.969444,46.102778,3
5,27.868,27.83,27.49,27.1,26.79,26.71,26.67,26.63,26.52,26.12,26.16,26.89,27.71,28.868,28.7,28.83,28.71,28.76,28.81,28.85,28.68,28.53,28.15,28.23,28.44,28.91,27.214,26.88,26.01,25.35,24.76,24.75,24.97,25.06,25.26,25.43,25.98,27.09,27.65,24.301,23.45,21.65,20.63,20.31,20.28,20.6,21.58,22.83,24.71,25.74,26.26,25.56,-0.272,0.58,0.83,0.7,1.12,0.38,-0.88,0.81,0.79,-0.17,1.07,0.44,0.19,-0.011,0.494,0.549,-0.011,0.154,-0.461,0.263,2.029,1.475,-0.969,0.044,1.206,0.972,3.09,3.96,4.4,8.2,11.2,10,4.6,-1,-1.6,-22,-18.2,-15.4,-3.8,-6,29.4,27.6,35,37.6,36.6,35.6,28.6,20.6,16.4,13.2,17,19.2,26.8,18.53,17.9,24.2,27.1,25.6,23.4,14.6,10.2,-4.2,0.1,2.9,10.2,15.4,35.51,64.3,0.2,0,0,0,1.6,76.8,67,24.4,5.5,66.3,29,1299,36.95,45.4,3
